Accident_Year,Accident_Date_Time,Operator_ID,Operator_Name,Accident_State,Cause_Category,Net_Loss,All_Costs
2011,7/25/2011 10:30 AM,31174,"SHELL PIPELINE CO., L.P.",TX,MATERIAL/WELD/EQUIP FAILURE,0.17,7600
2011,7/26/2011 6:50 PM,22855,"KOCH PIPELINE COMPANY, L.P.",TX,MATERIAL/WELD/EQUIP FAILURE,9.0,63050
2011,7/27/2011 10:25 AM,31684,CONOCOPHILLIPS,OK,MATERIAL/WELD/EQUIP FAILURE,0.24,35000
2011,7/30/2011 7:30 AM,15674,PLANTATION PIPE LINE CO,LA,MATERIAL/WELD/EQUIP FAILURE,0.0,6140
2011,7/30/2011 5:35 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,KS,MATERIAL/WELD/EQUIP FAILURE,0.0,773159
2011,8/1/2011 9:15 AM,31325,PACIFIC PIPELINE SYSTEM LLC,CA,MATERIAL/WELD/EQUIP FAILURE,0.0,250000
2011,8/1/2011 9:30 AM,30658,KERN OIL & REFINING CO.,CA,CORROSION,0.5,12250
2011,8/6/2011 4:50 PM,30005,MOBIL PACIFIC PIPELINE CO,CA,CORROSION,0.0,196640
2011,8/7/2011 6:54 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",TX,CORROSION,0.0,476550
2011,8/8/2011 11:27 AM,32109,ONEOK NGL PIPELINE LP,IL,OTHER OUTSIDE FORCE DAMAGE,3.26,411277
2011,8/8/2011 4:00 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,NE,MATERIAL/WELD/EQUIP FAILURE,0.0,12522
2011,8/10/2011 3:36 AM,18092,"SFPP, LP",CA,MATERIAL/WELD/EQUIP FAILURE,0.0,2046
2011,8/10/2011 8:00 AM,2552,COLONIAL PIPELINE CO,MS,MATERIAL/WELD/EQUIP FAILURE,0.0,127994
2011,8/11/2011 11:20 AM,31684,CONOCOPHILLIPS,CA,CORROSION,0.7,30070
2011,8/11/2011 3:18 PM,31166,MUSTANG PIPE LINE PARTNERS,IL,MATERIAL/WELD/EQUIP FAILURE,0.0,197
2011,8/12/2011 4:10 AM,4906,EXXONMOBIL PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,1.0,5100
2011,8/12/2011 4:10 AM,12624,MOBIL CORP,TX,CORROSION,1.0,45240
2011,8/12/2011 9:15 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,CORROSION,3.0,40400
2011,8/12/2011 12:20 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",TX,CORROSION,0.0,931750
2011,8/13/2011 1:57 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,IA,NATURAL FORCE DAMAGE,675.0,7669065
2011,8/16/2011 3:03 PM,1845,"BUCKEYE PARTNERS, LP",IL,OTHER OUTSIDE FORCE DAMAGE,0.0,175080
2011,8/17/2011 9:40 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",WI,NATURAL FORCE DAMAGE,0.0,81300
2011,8/17/2011 12:03 PM,32103,CRIMSON PIPELINE L.P.,CA,EXCAVATION DAMAGE,2.0,49800
2011,8/17/2011 7:00 PM,32109,ONEOK NGL PIPELINE LP,OK,MATERIAL/WELD/EQUIP FAILURE,4.5,2729
2011,8/18/2011 8:00 AM,1845,"BUCKEYE PARTNERS, LP",OH,MATERIAL/WELD/EQUIP FAILURE,0.0,2152
2011,8/19/2011 9:44 AM,4906,EXXONMOBIL PIPELINE CO,LA,CORROSION,7.5,241617
2011,8/20/2011 12:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,CORROSION,50.0,338500
2011,8/21/2011 8:45 AM,4906,EXXONMOBIL PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,0.0,41500
2011,8/22/2011 4:30 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,IA,MATERIAL/WELD/EQUIP FAILURE,0.2,30013
2011,8/23/2011 6:45 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,OK,MATERIAL/WELD/EQUIP FAILURE,19.86,1742
2011,8/23/2011 7:24 AM,18092,"SFPP, LP",CA,MATERIAL/WELD/EQUIP FAILURE,14.0,410000
2011,8/23/2011 9:55 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",IA,INCORRECT OPERATION,0.24,1370
2011,8/24/2011 8:00 PM,32223,VALERO REFINING COMPANY - CALIFORNIA,CA,CORROSION,0.0,580000
2011,8/25/2011 7:15 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,MATERIAL/WELD/EQUIP FAILURE,0.5,45
2011,8/27/2011 5:50 AM,31684,CONOCOPHILLIPS,CA,EXCAVATION DAMAGE,56.0,1275040
2011,8/28/2011 11:30 AM,32147,MARATHON PIPE LINE LLC,IL,MATERIAL/WELD/EQUIP FAILURE,0.0,10184
2011,8/29/2011 8:00 PM,18718,SUNOCO PIPELINE L.P.,TX,CORROSION,3.0,27598
2011,8/31/2011 7:45 AM,18718,SUNOCO PIPELINE L.P.,TX,CORROSION,2.0,10904
2011,8/31/2011 10:08 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,KS,OTHER OUTSIDE FORCE DAMAGE,1.0,227
2011,8/31/2011 7:05 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",SD,MATERIAL/WELD/EQUIP FAILURE,0.0,225
2011,8/31/2011 9:00 PM,300,"PLAINS PIPELINE, L.P.",TX,CORROSION,0.0,7900
2011,9/1/2011 10:30 AM,30834,TIDELANDS OIL PRODUCTION COMPANY,CA,CORROSION,0.0,26000
2011,9/4/2011 7:10 AM,31684,CONOCOPHILLIPS,TX,CORROSION,4.1,36427
2011,9/5/2011 10:45 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,EXCAVATION DAMAGE,120.0,140030
2011,9/8/2011 7:50 AM,2731,CHEVRON PIPE LINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,12836.0,1501020
2011,9/9/2011 5:30 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",NJ,OTHER OUTSIDE FORCE DAMAGE,0.0,3830
2011,9/10/2011 6:30 AM,31174,"SHELL PIPELINE CO., L.P.",CA,MATERIAL/WELD/EQUIP FAILURE,0.05,1210
2011,9/11/2011 10:06 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,KS,INCORRECT OPERATION,0.17,10
2011,9/12/2011 1:45 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,TX,CORROSION,500.0,2582100
2011,9/13/2011 8:00 AM,31684,CONOCOPHILLIPS,OK,ALL OTHER CAUSES,0.8,3343196
2011,9/14/2011 12:30 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",TX,CORROSION,0.24,150004
2011,9/15/2011 10:24 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,TX,MATERIAL/WELD/EQUIP FAILURE,0.35,162264
2011,9/19/2011 10:30 AM,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,OK,MATERIAL/WELD/EQUIP FAILURE,0.0,10200
2011,9/19/2011 1:35 PM,30781,OLYMPIC PIPE LINE COMPANY,WA,MATERIAL/WELD/EQUIP FAILURE,0.0,19550
2011,9/20/2011 6:44 AM,32147,MARATHON PIPE LINE LLC,WY,CORROSION,0.0,39150
2011,9/20/2011 6:50 AM,1845,"BUCKEYE PARTNERS, LP",NY,CORROSION,1.0,160185
2011,9/20/2011 10:22 AM,1845,"BUCKEYE PARTNERS, LP",NY,EXCAVATION DAMAGE,324.0,3397777
2011,9/20/2011 2:47 PM,31556,CHEVRON MIDSTREAM PIPELINES LLC,LA,MATERIAL/WELD/EQUIP FAILURE,3.43,67542
2011,9/21/2011 4:20 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,TX,MATERIAL/WELD/EQUIP FAILURE,80.0,12590
2011,9/23/2011 2:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,CORROSION,0.5,28155
2011,9/24/2011 9:40 AM,31684,CONOCOPHILLIPS,WY,MATERIAL/WELD/EQUIP FAILURE,0.48,7070
2011,9/25/2011 6:30 PM,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,ND,MATERIAL/WELD/EQUIP FAILURE,0.0,229250
2011,9/25/2011 6:45 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",WI,MATERIAL/WELD/EQUIP FAILURE,0.0,120100
2011,9/26/2011 9:00 AM,18718,SUNOCO PIPELINE L.P.,PA,OTHER OUTSIDE FORCE DAMAGE,0.0,365591
2011,9/28/2011 12:03 AM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,SD,EXCAVATION DAMAGE,0.0,37607
2011,9/29/2011 9:25 AM,31189,BP PIPELINE (NORTH AMERICA) INC.,IL,INCORRECT OPERATION,0.0,66000
2011,10/3/2011 11:15 AM,31684,CONOCOPHILLIPS,TX,CORROSION,10.0,17500
2011,10/3/2011 3:30 PM,12624,MOBIL CORP,CA,CORROSION,0.0,29100
2011,10/4/2011 7:20 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",NJ,MATERIAL/WELD/EQUIP FAILURE,0.0,54500
2011,10/4/2011 3:05 PM,18718,SUNOCO PIPELINE L.P.,TX,CORROSION,0.5,3308
2011,10/4/2011 10:45 PM,18718,SUNOCO PIPELINE L.P.,OK,CORROSION,0.0,12257
2011,10/6/2011 11:42 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",KS,EXCAVATION DAMAGE,290.0,667841
2011,10/6/2011 12:00 PM,30777,MOTIVA ENTERPRISE LLC,TX,ALL OTHER CAUSES,0.0,0
2011,10/6/2011 10:00 PM,32109,ONEOK NGL PIPELINE LP,KS,MATERIAL/WELD/EQUIP FAILURE,0.48,9000
2011,10/7/2011 7:40 AM,9175,JAYHAWK PIPELINE LLC,OK,CORROSION,3.0,6080
2011,10/7/2011 9:32 AM,31888,CENTURION PIPELINE L.P.,OK,EXCAVATION DAMAGE,990.0,766550
2011,10/10/2011 1:15 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,INCORRECT OPERATION,200.0,70530
2011,10/11/2011 8:00 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",IL,INCORRECT OPERATION,0.0,13750
2011,10/12/2011 7:45 AM,22442,WEST TEXAS GULF PIPELINE CO,TX,CORROSION,1.0,4520
2011,10/12/2011 12:30 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",IN,MATERIAL/WELD/EQUIP FAILURE,0.0,295000
2011,10/13/2011 12:00 PM,18718,SUNOCO PIPELINE L.P.,TX,MATERIAL/WELD/EQUIP FAILURE,0.12,10
2011,10/14/2011 9:20 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",OK,MATERIAL/WELD/EQUIP FAILURE,0.0,500
2011,10/14/2011 4:20 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,OK,INCORRECT OPERATION,3.0,2336
2011,10/14/2011 7:45 PM,2552,COLONIAL PIPELINE CO,SC,MATERIAL/WELD/EQUIP FAILURE,0.0,17456
2011,10/15/2011 11:00 AM,300,"PLAINS PIPELINE, L.P.",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,41500
2011,10/17/2011 10:15 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",IL,INCORRECT OPERATION,0.0,560
2011,10/17/2011 4:55 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",OK,MATERIAL/WELD/EQUIP FAILURE,0.0,5500
2011,10/19/2011 2:18 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,TX,MATERIAL/WELD/EQUIP FAILURE,0.35,25070
2011,10/20/2011 12:59 PM,15674,PLANTATION PIPE LINE CO,GA,MATERIAL/WELD/EQUIP FAILURE,0.0,35440
2011,10/23/2011 7:30 AM,32613,"OILTANKING PORT NECHES, LLC",TX,CORROSION,4.0,6400
2011,10/24/2011 12:55 PM,31174,"SHELL PIPELINE CO., L.P.",CA,CORROSION,0.0,5650
2011,10/26/2011 3:20 PM,1845,"BUCKEYE PARTNERS, LP",IN,INCORRECT OPERATION,0.1,20000
2011,10/27/2011 7:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,ALL OTHER CAUSES,3.0,29540
2011,10/27/2011 7:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,OK,MATERIAL/WELD/EQUIP FAILURE,0.23,775
2011,10/31/2011 7:15 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",NJ,CORROSION,0.05,32100
2011,11/2/2011 7:00 PM,18718,SUNOCO PIPELINE L.P.,TX,MATERIAL/WELD/EQUIP FAILURE,0.48,45
2011,11/7/2011 6:00 AM,300,"PLAINS PIPELINE, L.P.",TX,CORROSION,0.0,43400
2011,11/7/2011 2:01 PM,32258,KINDER MORGAN COCHIN LLC,IL,EXCAVATION DAMAGE,5648.0,479639
2011,11/7/2011 6:30 PM,31684,CONOCOPHILLIPS,CA,CORROSION,45.0,1839410
2011,11/8/2011 10:00 AM,31554,CHEVRON PETROCHEMICAL PIPELINE LLC,LA,MATERIAL/WELD/EQUIP FAILURE,0.23,552312
2011,11/8/2011 10:10 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",MN,MATERIAL/WELD/EQUIP FAILURE,0.0,7300
2011,11/10/2011 6:45 AM,31684,CONOCOPHILLIPS,LA,MATERIAL/WELD/EQUIP FAILURE,0.1,16100
2011,11/11/2011 3:14 PM,31580,"MAGELLAN TERMINALS HOLDINGS, LP",OK,INCORRECT OPERATION,0.0,2010
2011,11/12/2011 2:45 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,MATERIAL/WELD/EQUIP FAILURE,1.5,5190
2011,11/13/2011 8:00 AM,1248,BELLE FOURCHE PIPELINE CO,ND,EXCAVATION DAMAGE,80.0,40343
2011,11/13/2011 2:14 PM,300,"PLAINS PIPELINE, L.P.",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,49312
2011,11/14/2011 2:57 AM,1248,BELLE FOURCHE PIPELINE CO,WY,MATERIAL/WELD/EQUIP FAILURE,1905.0,1872546
2011,11/14/2011 9:20 AM,30909,TRANSMONTAIGNE OPERATING COMPANY L.P.,TX,INCORRECT OPERATION,1330.0,87130
2011,11/15/2011 3:53 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,ALL OTHER CAUSES,0.0,385900
2011,11/16/2011 11:20 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,OK,CORROSION,55.0,111651
2011,11/17/2011 11:02 AM,22430,WEST SHORE PIPELINE CO,IL,MATERIAL/WELD/EQUIP FAILURE,0.0,460544
2011,11/20/2011 9:30 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",MN,MATERIAL/WELD/EQUIP FAILURE,0.0,3100
2011,11/21/2011 10:15 AM,32044,BP USFO/LOGISTICS,NJ,MATERIAL/WELD/EQUIP FAILURE,0.0,14300
2011,11/21/2011 11:57 AM,32147,MARATHON PIPE LINE LLC,IL,EXCAVATION DAMAGE,0.0,709351
2011,11/22/2011 3:37 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,LA,MATERIAL/WELD/EQUIP FAILURE,85.0,2785
2011,11/29/2011 6:15 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,CORROSION,0.0,5913500
2011,11/30/2011 6:49 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,125000
2011,12/1/2011 10:30 AM,18718,SUNOCO PIPELINE L.P.,TX,MATERIAL/WELD/EQUIP FAILURE,0.36,4185
2011,12/1/2011 2:27 PM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",TX,CORROSION,5.0,40500
2011,12/1/2011 4:40 PM,31174,"SHELL PIPELINE CO., L.P.",CA,MATERIAL/WELD/EQUIP FAILURE,0.02,340000
2011,12/1/2011 5:50 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",TX,INCORRECT OPERATION,0.0,3
2011,12/3/2011 2:05 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,1150
2011,12/6/2011 3:45 AM,2552,COLONIAL PIPELINE CO,AL,INCORRECT OPERATION,1.0,833200
2011,12/6/2011 11:00 AM,1248,BELLE FOURCHE PIPELINE CO,ND,EXCAVATION DAMAGE,150.0,21232
2011,12/6/2011 4:10 PM,32109,ONEOK NGL PIPELINE LP,IA,MATERIAL/WELD/EQUIP FAILURE,0.24,15730
2011,12/6/2011 11:30 PM,26303,UNOCAL PIPELINE CO - EASTERN REGION,TX,MATERIAL/WELD/EQUIP FAILURE,4.0,52121
2011,12/7/2011 1:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,MATERIAL/WELD/EQUIP FAILURE,1.0,4605
2011,12/8/2011 9:15 AM,300,"PLAINS PIPELINE, L.P.",NM,INCORRECT OPERATION,0.0,194750
2011,12/8/2011 4:10 PM,32109,ONEOK NGL PIPELINE LP,OK,EXCAVATION DAMAGE,360.0,32471
2011,12/9/2011 9:00 AM,1248,BELLE FOURCHE PIPELINE CO,ND,EXCAVATION DAMAGE,530.0,59525
2011,12/9/2011 11:00 AM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,LA,MATERIAL/WELD/EQUIP FAILURE,3.06,117070
2011,12/10/2011 10:50 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",NE,EXCAVATION DAMAGE,592.0,2246845
2011,12/10/2011 10:50 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",NE,EXCAVATION DAMAGE,1990.0,2280608
2011,12/11/2011 12:00 PM,18718,SUNOCO PIPELINE L.P.,TX,CORROSION,0.71,7696
2011,12/11/2011 6:00 PM,22855,"KOCH PIPELINE COMPANY, L.P.",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,697
2011,12/12/2011 10:00 AM,32266,ST. JAMES OIL CORPORATION,CA,CORROSION,0.0,73050
2011,12/12/2011 10:16 AM,2552,COLONIAL PIPELINE CO,NC,MATERIAL/WELD/EQUIP FAILURE,1.3,22614
2011,12/14/2011 4:00 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",OK,MATERIAL/WELD/EQUIP FAILURE,100.0,287500
2011,12/17/2011 4:55 PM,3445,DIXIE PIPELINE,SC,MATERIAL/WELD/EQUIP FAILURE,22.0,3866
2011,12/19/2011 6:10 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,CORROSION,1.0,15100
2011,12/20/2011 9:30 AM,18718,SUNOCO PIPELINE L.P.,TX,INCORRECT OPERATION,2.5,5434
2011,12/20/2011 1:30 PM,22855,"KOCH PIPELINE COMPANY, L.P.",MO,MATERIAL/WELD/EQUIP FAILURE,0.0,5811
2011,12/27/2011 1:00 PM,32346,"TOTAL PETROCHEMICALS PIPELINE USA , INC.",TX,MATERIAL/WELD/EQUIP FAILURE,1.0,1100
2011,12/27/2011 9:00 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,TX,MATERIAL/WELD/EQUIP FAILURE,3283.0,217000
2011,12/28/2011 5:00 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,TX,ALL OTHER CAUSES,0.0,10500
2011,12/29/2011 9:00 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,TX,MATERIAL/WELD/EQUIP FAILURE,0.03,1630
2011,12/29/2011 2:25 PM,18718,SUNOCO PIPELINE L.P.,TX,MATERIAL/WELD/EQUIP FAILURE,2.0,3612
2011,12/30/2011 10:35 AM,9175,JAYHAWK PIPELINE LLC,KS,MATERIAL/WELD/EQUIP FAILURE,50.0,157300
2012,1/1/2012 7:00 PM,32109,ONEOK NGL PIPELINE LP,OK,MATERIAL/WELD/EQUIP FAILURE,13.79,2492
2012,1/4/2012 3:15 PM,32147,MARATHON PIPE LINE LLC,WY,MATERIAL/WELD/EQUIP FAILURE,0.0,6550
2012,1/6/2012 9:15 AM,18718,SUNOCO PIPELINE L.P.,TX,CORROSION,117.0,89622
2012,1/9/2012 7:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,TX,MATERIAL/WELD/EQUIP FAILURE,0.12,1315
2012,1/10/2012 7:30 AM,31684,CONOCOPHILLIPS,LA,NATURAL FORCE DAMAGE,0.0,10050
2012,1/11/2012 10:25 AM,18718,SUNOCO PIPELINE L.P.,TX,CORROSION,2.0,23129
2012,1/12/2012 6:00 AM,26134,EXXONMOBIL OIL CORP - WEST COAST,CA,MATERIAL/WELD/EQUIP FAILURE,0.0,3085
2012,1/12/2012 10:30 AM,32109,ONEOK NGL PIPELINE LP,OK,MATERIAL/WELD/EQUIP FAILURE,0.14,33
2012,1/12/2012 10:18 PM,18718,SUNOCO PIPELINE L.P.,OH,EXCAVATION DAMAGE,1221.5,17904594
2012,1/14/2012 6:00 AM,2552,COLONIAL PIPELINE CO,GA,MATERIAL/WELD/EQUIP FAILURE,0.0,10040
2012,1/14/2012 10:10 PM,26149,ALYESKA PIPELINE SERVICE CO,AK,MATERIAL/WELD/EQUIP FAILURE,0.0,37240
2012,1/16/2012 2:00 PM,31684,CONOCOPHILLIPS,CA,CORROSION,2.0,128200
2012,1/17/2012 7:20 AM,32044,BP USFO/LOGISTICS,NJ,MATERIAL/WELD/EQUIP FAILURE,11.0,311847
2012,1/17/2012 2:08 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,35005
2012,1/18/2012 8:00 AM,2552,COLONIAL PIPELINE CO,SC,CORROSION,23.3,1100000
2012,1/18/2012 10:00 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",KS,MATERIAL/WELD/EQUIP FAILURE,0.71,2030
2012,1/20/2012 7:00 AM,2552,COLONIAL PIPELINE CO,MS,CORROSION,0.0,92523
2012,1/20/2012 8:04 AM,31948,ENBRIDGE STORAGE (PATOKA) L.L.C.,IL,NATURAL FORCE DAMAGE,0.0,4500
2012,1/22/2012 9:00 AM,32109,ONEOK NGL PIPELINE LP,IA,MATERIAL/WELD/EQUIP FAILURE,5.95,5393
2012,1/22/2012 12:45 PM,31174,"SHELL PIPELINE CO., L.P.",LA,MATERIAL/WELD/EQUIP FAILURE,0.0,5000
2012,1/23/2012 10:12 AM,1845,"BUCKEYE PARTNERS, LP",PA,ALL OTHER CAUSES,0.17,925
2012,1/25/2012 9:17 AM,11551,"LION OIL TRADING & TRANSPORTATION, INC",AR,EXCAVATION DAMAGE,1.0,42532
2012,1/26/2012 2:20 PM,22855,"KOCH PIPELINE COMPANY, L.P.",WI,MATERIAL/WELD/EQUIP FAILURE,1.52,265793
2012,1/26/2012 11:05 PM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",NM,MATERIAL/WELD/EQUIP FAILURE,0.36,2837
2012,1/27/2012 8:43 AM,15156,SINCLAIR TRANSPORTATION COMPANY,WY,INCORRECT OPERATION,195.0,125160
2012,1/28/2012 9:15 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",KS,NATURAL FORCE DAMAGE,20.0,178748
2012,1/30/2012 9:00 AM,22442,WEST TEXAS GULF PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,0.0,181
2012,1/31/2012 11:45 AM,31174,"SHELL PIPELINE CO., L.P.",WI,CORROSION,87.0,15950000
2012,2/1/2012 6:30 PM,4906,EXXONMOBIL PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,0.16,1550
2012,2/3/2012 8:12 PM,31957,KINDER MORGAN WINK PIPELINE LP,TX,INCORRECT OPERATION,6.0,57600
2012,2/6/2012 11:00 AM,2552,COLONIAL PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,0.0,38540
2012,2/6/2012 2:09 PM,1845,"BUCKEYE PARTNERS, LP",IN,MATERIAL/WELD/EQUIP FAILURE,0.0,27228
2012,2/6/2012 9:55 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,OK,INCORRECT OPERATION,2.0,17296
2012,2/7/2012 8:00 AM,26085,"PLAINS MARKETING, L.P.",CA,CORROSION,0.0,25050
2012,2/7/2012 11:30 AM,1845,"BUCKEYE PARTNERS, LP",OH,MATERIAL/WELD/EQUIP FAILURE,0.0,96000
2012,2/9/2012 2:15 PM,18718,SUNOCO PIPELINE L.P.,TX,INCORRECT OPERATION,0.35,2034
2012,2/12/2012 5:31 AM,31684,CONOCOPHILLIPS,KS,MATERIAL/WELD/EQUIP FAILURE,0.48,11575
2012,2/13/2012 3:15 PM,4906,EXXONMOBIL PIPELINE CO,LA,INCORRECT OPERATION,0.0,3000
2012,2/14/2012 1:20 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,OK,CORROSION,100.0,75000
2012,2/14/2012 4:55 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",MN,MATERIAL/WELD/EQUIP FAILURE,281.76,2377626
2012,2/15/2012 8:00 AM,22855,"KOCH PIPELINE COMPANY, L.P.",TX,MATERIAL/WELD/EQUIP FAILURE,0.1,16450
2012,2/15/2012 8:45 AM,31684,CONOCOPHILLIPS,LA,CORROSION,0.0,825050
2012,2/15/2012 9:15 AM,2170,CENEX PIPELINE LLC,MT,MATERIAL/WELD/EQUIP FAILURE,0.35,610
2012,2/15/2012 1:58 PM,4805,EXPLORER PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,0.0,901600
2012,2/15/2012 2:15 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",MI,MATERIAL/WELD/EQUIP FAILURE,0.0,300000
2012,2/15/2012 6:45 PM,2552,COLONIAL PIPELINE CO,NJ,NATURAL FORCE DAMAGE,0.0,61100
2012,2/16/2012 1:04 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",WI,MATERIAL/WELD/EQUIP FAILURE,0.0,43660
2012,2/16/2012 4:45 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,10003
2012,2/17/2012 12:10 PM,99043,PETROLEUM FUEL AND TERMINAL COMPANY,MD,CORROSION,0.0,0
2012,2/17/2012 2:45 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",IN,OTHER OUTSIDE FORCE DAMAGE,0.0,58360
2012,2/18/2012 5:30 AM,22442,WEST TEXAS GULF PIPELINE CO,TX,NATURAL FORCE DAMAGE,0.5,22507
2012,2/19/2012 6:00 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",MN,NATURAL FORCE DAMAGE,0.0,11310
2012,2/20/2012 3:19 PM,22855,"KOCH PIPELINE COMPANY, L.P.",MN,CORROSION,0.05,3273
2012,2/20/2012 4:14 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,SD,MATERIAL/WELD/EQUIP FAILURE,50.0,266340
2012,2/21/2012 1:00 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",IN,INCORRECT OPERATION,0.0,125000
2012,2/22/2012 11:30 AM,2170,CENEX PIPELINE LLC,MT,MATERIAL/WELD/EQUIP FAILURE,0.0,332
2012,2/24/2012 4:10 PM,2170,CENEX PIPELINE LLC,MT,MATERIAL/WELD/EQUIP FAILURE,2.0,244650
2012,2/27/2012 6:00 AM,18718,SUNOCO PIPELINE L.P.,OK,CORROSION,0.5,4253
2012,2/28/2012 6:00 AM,30782,HARVEST PIPELINE COMPANY,TX,ALL OTHER CAUSES,50.0,965000
2012,2/29/2012 2:00 PM,22442,WEST TEXAS GULF PIPELINE CO,TX,INCORRECT OPERATION,2.0,1207
2012,3/2/2012 8:45 AM,30777,MOTIVA ENTERPRISE LLC,TX,CORROSION,0.0,45000
2012,3/2/2012 10:00 AM,18718,SUNOCO PIPELINE L.P.,TX,CORROSION,0.12,15012
